0, mes
1, ago
2, mar
2, mar
3, out
4, set
4, set
4, set
2, mar
4, set
3, out
3, out
3, out
3, out
1, ago
1, ago
1, ago
5, dez
5, dez
5, dez
3, out
3, out
1, ago
6, jul
5, dez
7, fev
7, fev
8, jun
9, abr
9, abr
7, fev
9, abr
9, abr
8, jun
10, jan
5, dez
5, dez
8, jun
6, jul
5, dez
1, ago
1, ago
1, ago
1, ago
11, nov
11, nov
11, nov
6, jul
5, dez
9, abr
9, abr
9, abr
10, jan
12, mai
12, mai
9, abr
4, set
8, jun
2, mar
7, fev
12, mai
10, jan
10, jan
2, mar
10, jan
7, fev
2, mar
2, mar
4, set
2, mar
7, fev
7, fev
7, fev
7, fev
7, fev
7, fev
11, nov
11, nov
3, out
7, fev
2, mar
5, dez
7, fev
2, mar
2, mar
2, mar
7, fev
2, mar
7, fev
2, mar
11, nov
2, mar
4, set
2, mar
3, out
8, jun
9, abr
8, jun
3, out
11, nov
5, dez
10, jan
4, set
8, jun
1, ago
7, fev
4, set
8, jun
7, fev
3, out
7, fev
7, fev
5, dez
7, fev
2, mar
4, set
7, fev
9, abr
2, mar
2, mar
9, abr
2, mar
2, mar
2, mar
7, fev
5, dez
2, mar
2, mar
11, nov
2, mar
2, mar
7, fev
7, fev
7, fev
7, fev
7, fev
7, fev
2, mar
2, mar
7, fev
7, fev
2, mar
3, out
2, mar
2, mar
2, mar
2, mar
2, mar
2, mar
11, nov
2, mar
9, abr
7, fev
11, nov
9, abr
7, fev
2, mar
7, fev
5, dez
9, abr
9, abr
3, out
2, mar
11, nov
7, fev
3, out
7, fev
2, mar
7, fev
2, mar
7, fev
7, fev
6, jul
12, mai
12, mai
12, mai
9, abr
9, abr
12, mai
6, jul
3, out
10, jan
9, abr
9, abr
9, abr
6, jul
12, mai
12, mai
12, mai
6, jul
9, abr
3, out
9, abr
12, mai
9, abr
9, abr
6, jul
4, set
12, mai
12, mai
6, jul
6, jul
6, jul
3, out
8, jun
12, mai
12, mai
3, out
12, mai
10, jan
10, jan
12, mai
10, jan
10, jan
12, mai
10, jan
12, mai
10, jan
6, jul
10, jan
10, jan
12, mai
4, set
10, jan
4, set
4, set
6, jul
4, set
4, set
12, mai
12, mai
6, jul
4, set
12, mai
12, mai
4, set
12, mai
12, mai
6, jul
4, set
4, set
10, jan
4, set
4, set
12, mai
12, mai
4, set
10, jan
1, ago
4, set
8, jun
12, mai
6, jul
12, mai
12, mai
6, jul
10, jan
6, jul
3, out
12, mai
6, jul
4, set
4, set
4, set
6, jul
4, set
12, mai
4, set
12, mai
4, set
1, ago
1, ago
10, jan
8, jun
10, jan
10, jan
10, jan
8, jun
12, mai
6, jul
10, jan
12, mai
4, set
6, jul
4, set
4, set
8, jun
6, jul
6, jul
4, set
1, ago
8, jun
12, mai
1, ago
4, set
8, jun
8, jun
8, jun
1, ago
1, ago
1, ago
10, jan
10, jan
8, jun
1, ago
10, jan
1, ago
1, ago
8, jun
4, set
8, jun
12, mai
4, set
8, jun
10, jan
1, ago
4, set
6, jul
6, jul
8, jun
6, jul
10, jan
10, jan
1, ago
8, jun
1, ago
1, ago
1, ago
1, ago
8, jun
1, ago
1, ago
1, ago
1, ago
10, jan
10, jan
1, ago
8, jun
8, jun
10, jan
1, ago
8, jun
1, ago
1, ago
10, jan
6, jul
8, jun
1, ago
6, jul
8, jun
1, ago
8, jun
1, ago
6, jul
1, ago
8, jun
8, jun
1, ago
6, jul
1, ago
6, jul
10, jan
1, ago
1, ago
6, jul
9, abr
10, jan
10, jan
1, ago
10, jan
6, jul
5, dez
5, dez
11, nov
7, fev
11, nov
7, fev
7, fev
9, abr
9, abr
9, abr
9, abr
9, abr
11, nov
5, dez
9, abr
9, abr
3, out
9, abr
9, abr
5, dez
5, dez
9, abr
5, dez
9, abr
5, dez
2, mar
9, abr
9, abr
2, mar
2, mar
3, out
5, dez
3, out
9, abr
9, abr
3, out
9, abr
9, abr
9, abr
5, dez
9, abr
9, abr
9, abr
9, abr
9, abr
9, abr
10, jan
10, jan
9, abr
5, dez
2, mar
8, jun
2, mar
4, set
4, set
4, set
2, mar
9, abr
2, mar
3, out
4, set
5, dez
12, mai
8, jun
10, jan
12, mai
5, dez
7, fev
1, ago
1, ago
8, jun
4, set
2, mar
2, mar
9, abr
1, ago
10, jan
2, mar
10, jan
1, ago
8, jun
8, jun
7, fev
9, abr
7, fev
5, dez
9, abr
11, nov
2, mar
11, nov
11, nov
7, fev
2, mar
9, abr
9, abr
2, mar
7, fev
2, mar
7, fev
7, fev
2, mar
7, fev
2, mar
7, fev
7, fev
7, fev
7, fev
9, abr
3, out
7, fev
11, nov
11, nov
7, fev
2, mar
9, abr
7, fev
11, nov
7, fev
9, abr
11, nov
7, fev
2, mar
9, abr
12, mai
6, jul
12, mai
3, out
12, mai
3, out
4, set
10, jan
12, mai
6, jul
4, set
12, mai
10, jan
6, jul
4, set
8, jun
1, ago
12, mai
5, dez
1, ago
1, ago
8, jun
