berco,,
0,berco,1
1,101,29
2,BELM201,63
3,"Quadro de Bóias",19
4,"POF 3",49
5,"Monobóia",5
6,PP-4,51
7,"Pier de Granéis Líquidos 3 - A",51
8,"Pier de Granéis Líquidos 2 - Berço Oeste",43
9,"Cais de Múltiplos Usos - Berço - Leste",10
10,501,9
11,PP-2,30
12,"Berço 142",14
13,PP-1,26
14,GUAM-QB,77
15,"ALAMOA 1",13
16,"Pier - Berço Sul",15
17,"Berço 7",50
18,"ALAMOA 2",5
19,Externo,4
20,T1,1583
21,"Cais Comercial",124
22,"Píer de GLP",28
23,BELM101,246
24,"BERÇO 102",3
25,"Pier de Granéis Líquidos 1 - Berço Oeste",21
26,"Pier de Granéis Líquidos 3 - B",23
27,"MN 601 (Monobóia)",6
28,"Berço 202",42
29,P4,15
30,P3,25
31,"BERÇO 106",22
32,"BERÇO 104",20
33,"Pier de Granéis Líquidos 2 - Berço Leste",1
34,"PS 1",16
35,SAN0503,1502
36,6F,602
37,"R6 (Rampa Roll-on/Roll-off)",8
38,SAN0501,112
39,BELM202,99
40,903,400
41,"Berço 1",6762
42,"Cais 1",18
43,ML05,4
44,ML06,8
45,102,7
46,Mague,3
47,Ocrim,1
48,201,15
49,5,15
50,"BERÇO 05",2
51,"BERÇO 105",4
52,"Granel Sólido 2 PN",12
53,"Berço 101",3
54,"Berço 103",2
55,"PS 2",6
56,"BERÇO PARA APOIO MARÍTIMO",11
57,"Bombordo Único",1
58,COMERCIAL,3
59,"TCD - Terminal de Cargas Diversas",3
60,SAN0502,4
61,"Pier 01",127
62,"Píer 01",126
63,"CAIS 2",1
64,D2D3,30
65,TPG,37
66,"Pier de Granéis Líquidos 1 - Berço Leste",6
67,"IR - Ilha Redonda",9
68,"PP 2",18
69,"MN 602 (Monobóia)",26
70,"MONOBÓIA-SBM II",39
71,P1,92
72,P2,72
73,P-01,42
74,P-02,11
75,"PP 1",38
76,01,42
77,"ARMAZÉM 16/17",1
78,"ARMAZÉM 20/21",3
79,03,19
80,BRA301,32
81,"Berço 206",1
82,2,22
83,"Pier 1- Berço nº 2",5
84,D1,1
85,"Cais Sul EAS",1
86,BRA300,7
87,"Cais I #3",9
88,IMERYS,1
89,"Pier 1- Berço nº 1",2
90,"TMUT - BERÇO 05",1
91,"Berço 214",1
92,"Porto Interno - Berço 04",2
93,"Berço 104",803
94,"Cais I #4",28
95,"Cais Público",1
96,TUF1,8
97,"Berço 6",1
98,402,1
99,301,3
100,DOW,265
101,"Berço Externo 01",12
102,"Esso - Ribeira",2
103,"ALAMOA 4",36
104,"IB SP",12
105,"IB BC",22
106,"TGL - Sul e Norte",21
107,"ALAMOA 3",2
108,"BERÇO 19 (TERM. DE ÓLEO)",1
109,"AGEO I",4
110,BRRIO014,4
111,"PIER 2",6
112,"PIER 1",3
113,Braskem,9
114,4,68
115,"Berço Norte",8
116,"POF 1",32
117,PP-3,20
118,"Berço Oeste",2
119,"0193 - Alfandegamento",1087
120,"Pier 2",336
121,TERFRON02,484
122,"Píer 3",335
123,"PIER DO PORTICO",3
124,"1502 - Alfandegamento",2
125,BR-AIVEL,8
126,"BERÇO A",1
127,"Berço 2",11213
128,RECA-05,7
129,"ARMAZÉM 25",3
130,"Porto Jari",1
131,"TERFRON BARCAÇA B",20
132,"TERFRON BARCAÇA A",29
133,Cutrale,5
134,BELM203,3
135,PS-1,1
136,EXTERNO,28182
137,"Pear 1",5
138,"Berço 141",2
139,"Único",3
140,"ÚNICO",3
141,"Berço Sul",11
142,"GOLFO I",1
143,"T - 301 Cais Naveg - TECON",6
144,BRA302,2
145,"Porto Interno - Berço 05",1
146,401,4273
147,INTERNO,10879
148,BRP201,3
149,"ARMAZEM 23",5
150,"CAÍS PÚBLICO",5
151,"Berço 401",1
152,T01,1
153,T02,5
154,"PB (Píer de Barcaças)",485
155,"Píer de Rebocadores",47
156,"TGL- P5",1
157,"TPM - P1",5
158,"Berço 3",3169
159,905,1
160,"BTP I",2664
161,TECON,7374
162,"Berço 105",4187
163,"Porto Interno - Berço 02 - TECON",1070
164,204,219
165,"Porto Interno - Berço 03 - TECON",2068
166,"TECON - BERÇO II",182
167,"TECON - BERÇO III",489
168,"BTP III",2198
169,"ARM 35.0",100
170,"TECON - BERÇO I",112
171,"BERÇO 25",4
172,"BTP II",944
173,"Berço 217",567
174,"Berço 216",241
175,"Berço2",780
176,"APTM 2",1586
177,"Berço1",37
