origem,,
108,CNSHA,3131
109,USNYC,26
110,HKHKG,2230
111,COCTG,31
112,JPMOJ,10
113,CNROQ,155
114,CNTXG,2486
115,CNDLC,38
116,USBMW,37
117,GBTIL,13
118,CNCKG,121
119,USCHS,34
120,USORF,1638
121,ESCAD,3
122,USSEA,2
123,USMOB,1
124,CNTAO,383
125,DEHAM,109
126,CNYTN,1377
127,PRSJU,2
128,JPHKT,1702
129,MXVER,2
130,CNYQS,107
131,NLRTM,23
132,BRAM012,6320
133,BRAM034,5
134,BRAM022,1
135,BRRJ008,4
136,BRRJ009,2
137,AUCFL,1
138,BR907,1
139,BRPOA,7
140,CNYNT,1
141,PECLL,19
142,PAMIT,233
143,MYPEN,66
144,JPNGO,733
145,KRPUS,2658
146,THLCH,2594
147,JPTYO,1366
148,VNHPH,1170
149,CNNSA,515
150,JPYKK,125
151,IDTPP,1022
152,CNFOC,243
153,THBKK,32
154,TWKHH,772
155,SGSIN,179
156,JPUKB,357
157,CNWUH,4
158,VNCMT,25
159,USJAX,40
160,CNZGA,2
161,MYPKG,109
162,CNBHY,257
163,IDJKT,3402
164,CNDOU,58
165,USSAV,7
166,USMIA,3
167,SAJUB,6
168,JPSMZ,1877
169,INMAA,36
170,CNJIU,12
171,CNZUH,2
172,CNXGG,7
173,VNSSZ,10
174,INNSA,109
175,CNCSX,9
176,NZAKL,1
177,VNSGN,20
178,MYKUA,1
179,JPZZZ,2
180,CNHUA,4
181,CNBJO,38
182,CAVAN,12
183,BRIGI,76
184,BRRJ001,5
185,NGABM,1
186,BRES001,1
187,BRADR,2
188,BR906,1
189,BRSC008,11648
190,ARBUE,3593
191,UYMVD,1000
192,USMSY,25
193,ZADUR,10
194,INPAV,11
195,USMIT,8
196,CISPY,4
197,ITGOA,338
198,IDBLW,6
199,JPYOK,7
200,AUMIZ,2
201,JMKIN,7
202,MXATM,5
203,BEANR,32
204,CNQZJ,3
205,INHZR,6
206,ITGNV,5
207,ITLIV,134
208,ZZZZZ,1278
209,ESVLC,3744
210,INNIP,5
211,CNLYG,4
212,PHMNL,1
213,IDSUB,6
214,MYPGU,4
215,PHDVO,5
216,CNFOS,1
217,AUBNE,4
218,CNZSN,1
219,GRSKG,8
220,INCOK,5
221,TWTXG,4
222,USLAX,1
223,USOAK,2
224,BRZZZ,19
225,AEJEA,4
226,ESBCN,364
227,FRFOS,25
228,INMUN,120
229,INCCU,3
230,MYBTU,2
231,ITMAA,15
232,USSUB,21
233,IDPLM,15
234,ARROS,6
235,KRKAN,3
236,CLSAI,7
237,BRSP008,929
238,AUSYD,1
239,CNJMN,2
240,CNFUG,1
241,PTLIS,5
242,ECGYE,4
243,CNYPG,3
244,CNZHE,3
245,ZACPT,1
246,DEBTH,2
247,TWKEL,5
248,DKAAL,4
249,GBFXT,5
250,IDPNK,1
251,DEBRV,19
252,NZPOE,1
253,AUFRE,2
254,INVTZ,6
255,FRCOU,2
256,ESVGO,3
257,CNSWA,3
258,MYTPP,1
259,LKCMB,5
260,CNSHS,2
261,FRLEH,5
262,IDSRG,1
263,GTPRQ,1
264,ARUSH,1
265,ESALG,106
266,SAKAC,2
267,MAPTM,699
268,INTUT,11
269,MACAS,6
270,EGEDK,12
271,ITBRI,10
272,ITNAP,76
273,ROCND,4
274,ILHFA,22
275,TRGEB,15
276,ESAGP,3
277,ESBIO,24
278,RUNVS,15
279,ITAOI,10
280,DENSA,16
281,SAJED,2
282,ITSPE,9
283,ITTRS,1
284,CIABJ,16
285,PTLEI,11
286,USGDN,2
287,ILASH,30
288,GRKAT,17
289,GBLON,9
290,RULED,3
291,CNQZH,4
292,DEHZR,1
293,USIND,2
294,VEMTV,652
295,TRIZM,6
296,ITRAN,2
297,SADMN,4
298,TRIST,7
299,TRALI,5
300,VNDAD,1
301,DKAAR,2
302,TNSFA,1
303,AEAUH,1
304,BRSC011,119
305,FRDKK,1
306,FRMTX,21
307,FIKTK,1
308,BRBA006,3
309,CNTSN,58
310,PKBQM,24
311,UAODS,1
312,ESLPA,331
313,OMSLL,2
314,QADOH,1
315,THSGZ,1
316,TRGEM,4
317,BGBOJ,2
318,INSTV,31
319,SDPZU,2
320,TRISK,2
321,ESMTV,20
322,ITVCE,2
323,ESCAR,16
324,INHAL,1
325,IRBND,1
326,INKRI,1
327,SIKOP,2
328,GRPIR,2
329,JPTKY,2
330,BHBAH,1
331,FIHEL,1
332,CHAAR,1
333,JOAQJ,5
334,IEDUB,1
335,CRCAR,1
336,TGLFW,152
337,ITMER,3
338,ITSAL,1
339,USJEA,1
340,EGPSD,2
341,TNTUN,1
