qtcarga,,
0,qtcarga,1
1,0,9940
2,1,80977
3,3,582
4,20,143
5,16,183
6,15,136
7,2,1035
8,11,166
9,203,33
10,10,159
11,5,357
12,8,240
13,4,488
14,6,312
15,9,195
16,24,56
17,7,280
18,19,72
19,31,131
20,21,89
21,18,129
22,48,72
23,112,4
24,13,160
25,239,1
26,17,110
27,83,2
28,97,2
29,227,1
30,82,71
31,45,48
32,64,52
33,37,38
34,51,32
35,46,58
36,33,68
37,30,68
38,100,26
39,12,161
40,77,1
41,50,60
42,32,69
43,358,1
44,22,64
45,61,31
46,35,66
47,40,74
48,65,66
49,26,69
50,190,2
51,253,1
52,14,92
53,317,1
54,59,27
55,60,11
56,23,47
57,25,49
58,44,35
59,38,62
60,52,130
61,69,4
62,288,1
63,49,175
64,104,2
65,173,1
66,443,1
67,167,38
68,47,20
69,91,56
70,27,49
71,145,37
72,34,66
73,56,19
74,78,2
75,57,17
76,300,1
77,99,2
78,55,77
79,127,1
80,88,3
81,92,27
82,250,2
83,43,40
84,28,56
85,150,4
86,29,57
87,80,29
88,41,30
89,70,4
90,53,34
91,63,23
92,178,1
93,200,3
94,85,26
95,149,2
96,58,78
97,76,11
98,132,38
99,125,1
100,108,6
101,39,39
102,54,77
103,79,43
104,67,101
105,36,9
106,42,47
107,81,32
108,66,105
109,102,1
110,140,1
111,168,8
112,68,95
113,180,3
114,129,4
115,390,1
116,110,1
117,174,2
118,90,40
119,75,21
120,152,1
121,117,20
122,118,2
123,381,3
124,95,11
125,210,31
126,217,56
127,120,6
128,109,32
129,260,1
130,96,15
131,128,7
132,181,3
133,62,51
134,177,1
135,134,2
136,199,2
137,244,1
138,144,1
139,86,1
140,136,2
141,274,1
142,151,1
143,119,1
144,71,6
145,379,1
146,332,27
147,72,2
148,126,27
149,89,2
150,101,7
151,188,1
152,121,2
153,94,4
154,202,27
155,113,1
156,98,1
157,93,33
158,212,19
159,195,11
160,313,5
161,400,1
162,225,1
163,185,1
164,115,67
165,231,5
166,130,8
167,283,1
168,73,18
169,949,18
170,341,2
171,894,33
172,142,1
173,499,24
174,1297,1
175,223,1
176,240,2
177,131,1
178,1080,1
179,280,1
180,528,1
181,420,1
182,122,1
183,368,22
184,263,23
185,1104,1
186,213,1
187,123,1
188,139,2
189,766,22
