cdtup,,
0,cdtup,1
1,BRCDO,22
2,BRBEL,1037
3,BRSE002,19
4,BRAM011,81
5,BRES008,5
6,BRBA003,128
7,BRSUA,3296
8,BRVDC,4313
9,BRPNG,826
10,BRRN001,77
11,BRSSZ,6012
12,BRRIG,820
13,BRMCZ,51
14,BRPA001,4
15,BRARE,1708
16,BRAM009,28
17,BRIQI,49
18,BRRS009,32
19,BRFOR,5032
20,BRSP006,204
21,BRRJ010,563
22,BRSTM,1633
23,BRES005,400
24,BRRJ026,3
25,BRSP009,1
26,BRRJ014,12
27,BRRS001,3
28,BRAM013,1
29,BRRIO,7
30,BRNTR,5
31,BRADR,11
32,BRRJ056,1
33,BRVIX,223
34,BRES002,3
35,BRPA014,127
36,BRPA033,126
37,BRRJ013,1
38,BRRJ019,30
39,BRARB,58
40,BRRJ008,9
41,BRSC007,39
42,BRRJ009,53
43,BRES004,56
44,BRSFS,44
45,BRCE001,8
46,BRPE001,1
47,BRSP002,37
48,BRPA006,1
49,BRIOS,1
50,BRSP001,8
51,BRSP005,137
52,BRBA002,128
53,BRPR002,12
54,BRRJ003,2
55,BRRJ015,4
56,BRMCP,9
57,BRAM025,81
58,BRES010,14
59,BRRJ020,2
60,BRMS002,1089
61,BRPA017,6
62,BRMS001,688
63,BRPA038,484
64,BRRJ012,3
65,BRRO007,8
66,BRSC001,1
67,BRES006,31
68,BRREC,7
69,BRPA004,1
70,BRRJ016,1
71,BRPA018,49
72,BRMA001,7
73,BRSP004,5
74,BRAM012,39061
75,BRPA028,5
76,BRRS016,3
77,BRRS014,3
78,BRPOA,6
79,BRSSA,7379
80,BRIGI,1
81,BRRJ001,5
82,BRES001,48
83,BRES003,5
84,BRIBB,1
85,BRSC008,20051
86,BRSP008,1050
87,BRSC011,817
88,BRITJ,1586
