0, tiponavegacaoatracacao
1, Apoio Portuário
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
2, Cabotagem
3, Longo Curso
2, Cabotagem
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
4, Interior
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
1, Apoio Portuário
