cdmercadoria,,
0,cdmercadoria,1
1,2710,1451
2,CA01,499
3,2709,519
4,9998,89
5,2606,7
6,2501,1710
7,2901,105
8,2711,76
9,4202,760
10,8704,283
11,8711,507
12,8703,79
13,0203,25
14,0306,5
15,0702,45
16,0704,42
17,2103,36
18,2106,14
19,6004,1
20,6105,1
21,8407,2
22,8705,8
23,8709,58
24,9508,57
25,9996,42
26,1106,3
27,0709,9
28,0801,5
29,0802,4
30,0909,4
31,1905,5
32,2821,4
33,3506,23
34,0207,1
35,0407,9
36,0901,1
37,2005,3
38,6401,11
39,8702,10
40,0810,23
41,0303,7
42,0406,2
43,0703,13
44,0805,9
45,4206,1
46,0713,6
47,7002,1
48,8903,2
49,0712,1
50,1207,3
51,3923,3
52,6210,1
53,9603,2
54,0304,7
55,2008,2
56,4804,1
57,8509,5
58,3402,9
59,8604,1
60,9301,1
61,1006,9
62,1102,1
63,1801,2
64,2208,2
65,4008,3
66,4811,2
67,8710,1
68,8427,1
69,0803,9
70,0807,1
71,1701,6
72,12G0,1
73,2818,9
74,3103,3
75,3105,3
76,1001,13
77,2713,10
78,7201,17
79,12R0,2
80,3209,1
81,4413,1
82,8307,1
83,8888,3
84,2209,1
85,1005,202
86,1511,251
87,1513,8
88,8479,1
89,2207,2
90,7210,18
91,7208,118
92,2617,1
93,2507,1
94,7308,3
95,8111,1
96,2510,2
97,2910,69
98,2909,61
99,2905,80
100,2815,76
101,2903,4
102,2902,16
103,2930,4
104,2926,1
105,2915,28
106,3811,2
107,2939,2
108,3903,2
109,2805,3
110,4401,7
111,2922,5
112,3808,2
113,3907,11
114,3814,3
115,3909,1
116,2814,2
117,7216,3
118,2601,1547
119,SRFC,6
120,1201,335
121,2602,213
122,8421,3
123,8502,4
124,2701,7
125,0208,1
126,4703,32
127,2833,7
128,2842,2
129,4407,2
130,4412,1
131,7601,6
132,7207,2
133,0402,1
134,0106,1
135,6306,1
136,8802,1
137,4819,5
138,8414,1
139,1403,2
140,4303,1
141,6305,3
142,7304,3
143,8485,1
144,8902,1
145,3703,4
146,4409,1
147,8528,1
148,8712,2
149,1502,1
150,3926,1
151,4009,3
152,4901,1
153,1806,1
154,8707,1
155,0906,1
156,4823,1
157,8480,1
158,8506,1
159,4801,1
160,6404,1
161,8409,1
162,8424,1
163,22G0,21917
164,42G0,20030
165,42U1,43
166,45G0,24747
167,45R0,3601
168,7402,3
169,8713,2
170,3208,1
171,7225,1
172,4417,3
173,8503,1
174,0202,2
175,49G9,1397
176,8430,1
177,L5G0,583
178,R9R9,214
179,29G9,616
180,42R0,2491
181,42R1,13
182,42R2,12
183,42R3,12
184,42R9,17
185,45P3,278
186,45P8,266
187,45R1,1525
188,45R2,310
189,45R3,325
190,45R9,265
191,45U6,267
192,49R9,13
193,4EG1,366
194,22R0,84
195,22T0,188
196,22P2,20
197,4104,1
198,22U1,54
199,3104,11
200,2503,4
201,2707,1
202,42G1,529
203,45G1,5189
204,22G1,3674
205,22T5,140
206,22P1,2
207,22P3,20
208,22R1,74
209,22T2,66
210,42P3,16
211,22T6,31
212,R9B9,553
213,49V9,20
214,29R9,2
215,42T5,2
216,25R1,54
217,22P4,1
218,49P0,3
219,49U9,9
220,42P1,5
221,25R9,1
222,22R2,1
223,42P2,1
224,22V0,1
225,22T1,1
226,42T0,1
